Geo Point;Geo Shape;Nummer;Strasse;Oertlichkeit;Art
47.430133369,9.39243786832;"{""coordinates"": [9.392437868315605, 47.43013336895737, 46.43260979745537], ""type"": ""Point""}";;Grossackerstrasse;;schwach befahren
47.4212984507,9.37223186844;"{""coordinates"": [9.372231868438273, 47.42129845068095, 46.478626327589154], ""type"": ""Point""}";102;Schochengasse;Wassergasse / Kornhausplatz;schwach befahren
47.4304714156,9.37520012489;"{""coordinates"": [9.375200124893714, 47.43047141556043, 46.45107463002205], ""type"": ""Point""}";;Dufourstrasse;;schwach befahren
47.435838364,9.39456922857;"{""coordinates"": [9.394569228566288, 47.435838364001654, 46.41514193080366], ""type"": ""Point""}";68;Spinnereistrasse;Spinnereistrasse / Bachstrasse;schwach befahren
47.4182420925,9.36828505561;"{""coordinates"": [9.368285055605291, 47.418242092487894, 46.491118614561856], ""type"": ""Point""}";;Teufener Strasse;;schwach befahren
47.4247319494,9.37305689093;"{""coordinates"": [9.373056890934144, 47.42473194943958, 46.468636649660766], ""type"": ""Point""}";;Poststrasse;;schwach befahren
47.4248244346,9.37306106086;"{""coordinates"": [9.373061060855255, 47.424824434594875, 46.46838777884841], ""type"": ""Point""}";;;;schwach befahren
47.4253338548,9.37437525994;"{""coordinates"": [9.374375259935581, 47.4253338548074, 46.46556854620576], ""type"": ""Point""}";;Oberer Graben;;schwach befahren
47.4228870582,9.37437345883;"{""coordinates"": [9.3743734588326, 47.422887058168584, 46.47203056700528], ""type"": ""Point""}";112;;Oberer Graben 26;schwach befahren
47.4075831737,9.2940489309;"{""coordinates"": [9.294048930901365, 47.407583173669764, 46.602097768336535], ""type"": ""Point""}";;Zürcher Strasse;;schwach befahren
47.4212282356,9.35838124228;"{""coordinates"": [9.35838124227954, 47.42122823556262, 46.4943331182003], ""type"": ""Point""}";;Dufourstrasse;;schwach befahren
47.4213395412,9.36417455296;"{""coordinates"": [9.364174552964883, 47.42133954120714, 46.4875503461808], ""type"": ""Point""}";;St.Leonhard-Strasse;;schwach befahren
47.430930164,9.3826354279;"{""coordinates"": [9.382635427898366, 47.43093016398695, 46.44151812698692], ""type"": ""Point""}";;Sonnenstrasse;;schwach befahren
47.4301890788,9.38136416513;"{""coordinates"": [9.381364165125092, 47.43018907880907, 46.444903002120554], ""type"": ""Point""}";;Sonnenstrasse;;schwach befahren
47.4338558045,9.39039967458;"{""coordinates"": [9.390399674576257, 47.43385580446271, 46.425067346543074], ""type"": ""Point""}";;A1 Anschluss St.Fiden;;schwach befahren
47.4326093765,9.391325369;"{""coordinates"": [9.391325369000237, 47.43260937649276, 46.42731996625662], ""type"": ""Point""}";;Lindenstrasse;;schwach befahren
47.4341909768,9.38636401581;"{""coordinates"": [9.386364015810877, 47.43419097676659, 46.42871596477926], ""type"": ""Point""}";;Splügenstrasse;;schwach befahren
47.4074964765,9.30504134588;"{""coordinates"": [9.30504134587521, 47.40749647652262, 46.5901043638587], ""type"": ""Point""}";;Zürcher Strasse;;schwach befahren
47.4072802015,9.30690349284;"{""coordinates"": [9.306903492839671, 47.407280201467, 46.58860273100436], ""type"": ""Point""}";;Appenzeller Strasse;;schwach befahren
47.4250057962,9.38765537153;"{""coordinates"": [9.387655371529778, 47.425005796215586, 46.451524999924004], ""type"": ""Point""}";;;;schwach befahren
47.4249510376,9.3876659872;"{""coordinates"": [9.387665987198018, 47.42495103763214, 46.4516576398164], ""type"": ""Point""}";;Speicherstrasse;;schwach befahren
47.4248159956,9.38640705667;"{""coordinates"": [9.386407056668814, 47.42481599564252, 46.453428629785776], ""type"": ""Point""}";;Speicherstrasse;;schwach befahren
47.4251619887,9.38945089595;"{""coordinates"": [9.389450895946275, 47.42516198870263, 46.44909491483122], ""type"": ""Point""}";;Speicherstrasse;;schwach befahren
47.4252162507,9.40172892264;"{""coordinates"": [9.401728922636229, 47.42521625072805, 46.4351423708722], ""type"": ""Point""}";;;;schwach befahren
47.4251296693,9.40296895009;"{""coordinates"": [9.402968950086766, 47.42512966932114, 46.43397510051727], ""type"": ""Point""}";;Speicherstrasse;;schwach befahren
47.4394664874,9.3863600987;"{""coordinates"": [9.386360098701491, 47.43946648744235, 46.41477782744914], ""type"": ""Point""}";;;;schwach befahren
47.439611186,9.3865647186;"{""coordinates"": [9.386564718595901, 47.43961118597581, 46.41416549496353], ""type"": ""Point""}";56;Sonnenhaldenstrasse;Sonnenhaldenstrasse 54;schwach befahren
47.4214077097,9.37231620319;"{""coordinates"": [9.372316203191515, 47.42140770971667, 46.47824334166944], ""type"": ""Point""}";103;Gartenstrasse;Gartenstrasse / Kornhausplatz;schwach befahren
47.4204265474,9.372357207;"{""coordinates"": [9.372357207000366, 47.420426547372074, 46.480787119828165], ""type"": ""Point""}";101;Wassergasse;Wassergasse 30;schwach befahren
47.4300845202,9.3850580248;"{""coordinates"": [9.385058024803978, 47.43008452017992, 46.441031322814524], ""type"": ""Point""}";;Steinachstrasse;;schwach befahren
47.4422684632,9.39439948048;"{""coordinates"": [9.39439948047511, 47.442268463206865, 46.39833659585565], ""type"": ""Point""}";;Langgasse;;schwach befahren
47.4384926649,9.38984169368;"{""coordinates"": [9.389841693677626, 47.43849266488749, 46.41344077885151], ""type"": ""Point""}";;Langgasse;;schwach befahren
47.4168925948,9.3560241827;"{""coordinates"": [9.356024182698066, 47.41689259484746, 46.50841539911926], ""type"": ""Point""}";;Turnerstrasse;;schwach befahren
47.4204194992,9.37096144823;"{""coordinates"": [9.37096144822988, 47.4204194992288, 46.48237109929323], ""type"": ""Point""}";107;Teufener Strasse;Teufener Strasse 11;schwach befahren
47.4252766268,9.37927817375;"{""coordinates"": [9.379278173750484, 47.42527662684919, 46.4602179415524], ""type"": ""Point""}";;Burggraben;;schwach befahren
47.4261518243,9.38246714511;"{""coordinates"": [9.382467145112019, 47.426151824327476, 46.454326862469316], ""type"": ""Point""}";124;Lämmlisbrunnenstrasse;Lämmlisbrunnenstrasse 54;schwach befahren
47.4243402897,9.37998762597;"{""coordinates"": [9.379987625967235, 47.42434028972167, 46.46189371217042], ""type"": ""Point""}";;Linsebühlstrasse;;schwach befahren
47.4194385001,9.35451473369;"{""coordinates"": [9.354514733691063, 47.419438500106345, 46.50338576268405], ""type"": ""Point""}";;Zürcher Strasse;;schwach befahren
47.4092451636,9.33088216736;"{""coordinates"": [9.330882167361361, 47.40924516359702, 46.55669514648616], ""type"": ""Point""}";;Zürcher Strasse;;schwach befahren
47.4119233594,9.33597767191;"{""coordinates"": [9.335977671914408, 47.41192335942969, 46.54394130781293], ""type"": ""Point""}";;Zürcher Strasse;;schwach befahren
47.4119316203,9.33621669221;"{""coordinates"": [9.336216692211174, 47.41193162029555, 46.54365257360041], ""type"": ""Point""}";;;;schwach befahren
47.4120940192,9.33600799381;"{""coordinates"": [9.336007993808831, 47.41209401922758, 46.54345720913261], ""type"": ""Point""}";;;;schwach befahren
47.4120931659,9.33630134965;"{""coordinates"": [9.336301349652912, 47.41209316592744, 46.543131838552654], ""type"": ""Point""}";;Zürcher Strasse;;schwach befahren
47.4138628495,9.33896198835;"{""coordinates"": [9.33896198835355, 47.41386284947837, 46.535490804351866], ""type"": ""Point""}";;Zürcher Strasse;;schwach befahren
47.4160192815,9.34530375982;"{""coordinates"": [9.345303759816348, 47.41601928148569, 46.522713124752045], ""type"": ""Point""}";;Zürcher Strasse;;schwach befahren
47.4189648629,9.35352555238;"{""coordinates"": [9.353525552378441, 47.41896486285648, 46.505742928013206], ""type"": ""Point""}";;Zürcher Strasse;;schwach befahren
47.4400871466,9.41034012645;"{""coordinates"": [9.410340126445215, 47.44008714660766, 46.38616488222033], ""type"": ""Point""}";;Rorschacher Strasse;;schwach befahren
47.4263557109,9.38068079949;"{""coordinates"": [9.380680799493083, 47.42635571090244, 46.4557941397652], ""type"": ""Point""}";;Rorschacher Strasse;;schwach befahren
47.4275979771,9.3843736029;"{""coordinates"": [9.384373602896591, 47.4275979770839, 46.448367142118514], ""type"": ""Point""}";;Rorschacher Strasse;;schwach befahren
47.4307304971,9.39207745111;"{""coordinates"": [9.392077451106775, 47.43073049714452, 46.43143778294325], ""type"": ""Point""}";;Splügenstrasse;;schwach befahren
47.4240451265,9.373846837;"{""coordinates"": [9.373846837001095, 47.424045126473374, 46.46956397872418], ""type"": ""Point""}";;St.Leonhard-Strasse;;schwach befahren
47.422244456,9.37173679797;"{""coordinates"": [9.37173679796883, 47.42224445604843, 46.476684405468404], ""type"": ""Point""}";;Vadianstrasse;;schwach befahren
47.4351953738,9.39543874558;"{""coordinates"": [9.395438745583151, 47.43519537379746, 46.41586326342076], ""type"": ""Point""}";72;;Unt. Lindentalstrasse;schwach befahren
47.4393111783,9.39474232781;"{""coordinates"": [9.394742327812105, 47.439311178282026, 46.40576909855008], ""type"": ""Point""}";;;;schwach befahren
47.442499449,9.41361384339;"{""coordinates"": [9.413613843386477, 47.442499449040106, 46.37610002607107], ""type"": ""Point""}";;Rorschacher Strasse;;schwach befahren
47.4375805043,9.40628175613;"{""coordinates"": [9.406281756128843, 47.43758050434493, 46.39736006036401], ""type"": ""Point""}";;Rorschacher Strasse;;schwach befahren
47.4383711825,9.40547766517;"{""coordinates"": [9.405477665167348, 47.438371182548295, 46.396175804547966], ""type"": ""Point""}";94;Lindenstrasse;Lindenstrasse 167;schwach befahren
47.4315339763,9.3767358034;"{""coordinates"": [9.376735803402438, 47.43153397629665, 46.44654474686831], ""type"": ""Point""}";;Curtistrasse;;schwach befahren
47.4293794343,9.37891577067;"{""coordinates"": [9.378915770667579, 47.4293794342578, 46.449789880774915], ""type"": ""Point""}";;St.Jakob-Strasse;;schwach befahren
47.4352928798,9.39203033346;"{""coordinates"": [9.392030333464291, 47.435292879835046, 46.41943751089275], ""type"": ""Point""}";64;Bachstrasse;Bachstrasse 29;schwach befahren
47.4371487446,9.41455371922;"{""coordinates"": [9.41455371921719, 47.43714874463751, 46.38918264769018], ""type"": ""Point""}";87;;Martinsbruggstrasse 62;schwach befahren
47.4385342717,9.41770545984;"{""coordinates"": [9.417705459844683, 47.43853427171388, 46.38196855317801], ""type"": ""Point""}";;Martinsbruggstrasse;;schwach befahren
47.4386871124,9.41784122826;"{""coordinates"": [9.417841228255071, 47.438687112360206, 46.381411576643586], ""type"": ""Point""}";;SchÃ¶nbÃ¼elstrasse;;schwach befahren
47.4030582588,9.30178181383;"{""coordinates"": [9.301781813825404, 47.40305825883834, 46.60543544124812], ""type"": ""Point""}";;;;schwach befahren
47.4066235011,9.33149695418;"{""coordinates"": [9.33149695417665, 47.406623501128564, 46.56292315945029], ""type"": ""Point""}";158;;"Lehnstr. 23; T30-04";schwach befahren
47.4033022474,9.33592646674;"{""coordinates"": [9.335926466736344, 47.40330224737353, 46.566733894869685], ""type"": ""Point""}";160;;"Wolfgangstr. 10; T30-05a";schwach befahren
47.4060937765,9.3353651279;"{""coordinates"": [9.335365127904156, 47.40609377649931, 46.560000968165696], ""type"": ""Point""}";161;;"Boppartshofstr. 10; T30-06";schwach befahren
47.4196311995,9.35067377968;"{""coordinates"": [9.350673779676956, 47.41963119947803, 46.50717482622713], ""type"": ""Point""}";163;;"Schönaustr. / Sömmerlistr.; T30-12";schwach befahren
47.4089909454,9.36256548166;"{""coordinates"": [9.362565481661392, 47.40899094537624, 46.52193317003548], ""type"": ""Point""}";167;;"Oberhofstettenstr. 10a; T30-18";schwach befahren
47.417502136,9.38061173264;"{""coordinates"": [9.380611732638222, 47.41750213604056, 46.47924110200256], ""type"": ""Point""}";170;;"Demutstr. 8; T30-19";schwach befahren
47.4179018419,9.38348242645;"{""coordinates"": [9.383482426450888, 47.417901841881694, 46.47496264241636], ""type"": ""Point""}";174;;"Gotthelfstr. 12; T30-22a";schwach befahren
47.433229911,9.38004557648;"{""coordinates"": [9.380045576481614, 47.433229911012766, 46.43834984488785], ""type"": ""Point""}";182;;"Dufourstr. / Leimatstr; T30-25";schwach befahren
47.4371740132,9.38732726388;"{""coordinates"": [9.38732726388226, 47.43717401316461, 46.4197509791702], ""type"": ""Point""}";185;;"Iddastr. 28; T30-30";schwach befahren
47.4362340217,9.39135649303;"{""coordinates"": [9.391356493029148, 47.43623402171098, 46.41770789120346], ""type"": ""Point""}";191;;"Heimatstr. 20 / Migros Bach; T30-33";schwach befahren
47.4461653548,9.40473596068;"{""coordinates"": [9.404735960684034, 47.446165354760616, 46.37640494760126], ""type"": ""Point""}";196;;"Kesselhaldenstr. 65; T30-41a";schwach befahren
47.4032053104,9.30201049526;"{""coordinates"": [9.302010495256093, 47.403205310420965, 46.60479332972318], ""type"": ""Point""}";;;;schwach befahren
47.4115782894,9.33527516142;"{""coordinates"": [9.335275161424596, 47.411578289442396, 46.545636176131666], ""type"": ""Point""}";509;;Haggenstrasse / Zürcher Strasse;schwach befahren
47.4169158448,9.35903254106;"{""coordinates"": [9.359032541057834, 47.416915844751095, 46.50498572923243], ""type"": ""Point""}";522;;Ilgenstrasse / Vonwilstrasse;schwach befahren
47.4215722398,9.35740792711;"{""coordinates"": [9.357407927110533, 47.42157223984604, 46.49451471120119], ""type"": ""Point""}";32;;Dufourstrasse / Zypressenweg;schwach befahren
47.4223222593,9.35710939016;"{""coordinates"": [9.357109390157168, 47.42232225927521, 46.49286883790046], ""type"": ""Point""}";33;;Dufourstrasse 161;schwach befahren
47.4227252309,9.35766984924;"{""coordinates"": [9.35766984923691, 47.42272523088074, 46.49117747787386], ""type"": ""Point""}";35;;Schorenstrasse 1;schwach befahren
47.4293720712,9.39689525563;"{""coordinates"": [9.396895255632694, 47.42937207119697, 46.42960813920945], ""type"": ""Point""}";78;;Flurhofstrasse 86;schwach befahren
47.4405418503,9.40275298532;"{""coordinates"": [9.40275298531869, 47.44054185030775, 46.39350534789264], ""type"": ""Point""}";92;;Zilstrasse / Kesselhaldenstrasse;schwach befahren
47.4403250719,9.40258611113;"{""coordinates"": [9.402586111133147, 47.44032507194993, 46.39426616858691], ""type"": ""Point""}";93;;Kesselhaldenstrasse 23;schwach befahren
47.4235949862,9.38331295257;"{""coordinates"": [9.383312952566623, 47.423594986234626, 46.46012755762786], ""type"": ""Point""}";115;;Wildeggstrasse 22;schwach befahren
47.4264709177,9.3882266121;"{""coordinates"": [9.388226612101622, 47.42647091767894, 46.44701480399817], ""type"": ""Point""}";122;;Steingrüeblistrasse 7;schwach befahren
47.42634058,9.38692737531;"{""coordinates"": [9.386927375306051, 47.42634058003496, 46.44881875719875], ""type"": ""Point""}";123;;Steingrüeblistrasse 1;schwach befahren
47.4327035863,9.40518646111;"{""coordinates"": [9.405186461105721, 47.432703586334654, 46.41147843096405], ""type"": ""Point""}";13.0;Flurhofstrasse;Rehetobelstrasse;stark befahren
47.4142367426,9.35716722535;"{""coordinates"": [9.357167225348789, 47.41423674255021, 46.51414338964969], ""type"": ""Point""}";25.0;Oberstrasse;Osterwalder St. Gallen;stark befahren
47.418049701,9.36817494033;"{""coordinates"": [9.368174940329338, 47.41804970102717, 46.49174977187067], ""type"": ""Point""}";32.0;Felsenstrasse;Kreuzung Teufenerstr.;stark befahren
47.422570563,9.38050344249;"{""coordinates"": [9.380503442491793, 47.422570563023854, 46.46598655357957], ""type"": ""Point""}";36.0;St. Georgenstr.;Schäflisbergstr.;stark befahren
47.4194420077,9.37943698056;"{""coordinates"": [9.379436980563442, 47.419442007704504, 46.4754411643371], ""type"": ""Point""}";38.0;St. Georgenstr.;Mühleggbahn;stark befahren
47.4136304328,9.34782171483;"{""coordinates"": [9.347821714828589, 47.41363043282058, 46.52620085235685], ""type"": ""Point""}";51.0;Fürstenlandstrasse;Ahornstrasse;stark befahren
47.4104342273,9.33594075303;"{""coordinates"": [9.335940753025271, 47.41043422732955, 46.54791087564081], ""type"": ""Point""}";57.0;Fürstenlandstrasse;Haggenstrasse;stark befahren
47.4145599151,9.39999249024;"{""coordinates"": [9.39999249024494, 47.41455991505354, 46.465215073898435], ""type"": ""Point""}";68.0;St. Georgenstr. 220;;stark befahren
47.4156317751,9.38462341145;"{""coordinates"": [9.384623411447496, 47.41563177508672, 46.47967002913356], ""type"": ""Point""}";71.0;St Georgenstr. 106;;stark befahren
47.4189782204,9.38072786493;"{""coordinates"": [9.380727864925817, 47.41897822039979, 46.47521577682346], ""type"": ""Point""}";72.0;St. Georgen Str.;Bitzistrasse;stark befahren
47.4168425382,9.35624694986;"{""coordinates"": [9.356246949862172, 47.41684253823233, 46.508298113942146], ""type"": ""Point""}";87.0;Burgstrasse;Skoda-Garage;stark befahren
