Geo Point;Geo Shape;Behinderte Grad;Kategorie;Bezeichnung;Zusatz;Adressezusatz;Firma;Vorname;Name;Adresse;Ort;Land;Öffnungszeiten;Information;Behinderte Info;Telefon;Mobil;Fax;PLZ
47.4196242830356,9.367725355511642;"{""coordinates"": [9.367725355511642, 47.4196242830356], ""type"": ""Point""}";;Kantonale Verwaltung;Amt für öffentlichen Verkehr;;;;;;Davidstrasse 35;St.Gallen;Schweiz;;;;+41582293488;;;9000
47.4196242830356,9.367725355511642;"{""coordinates"": [9.367725355511642, 47.4196242830356], ""type"": ""Point""}";;Kantonale Verwaltung;Kantonsforstamt;;;;;;Davidstrasse 35;St.Gallen;Schweiz;;;;+41582293502;;;9000
47.4196242830356,9.367725355511642;"{""coordinates"": [9.367725355511642, 47.4196242830356], ""type"": ""Point""}";;Kantonale Verwaltung;Amt für Wirtschaft und Arbeit;;Arbeitsbedingungen und Standortförderung;;;;Davidstrasse 35;St.Gallen;Schweiz;;;;+41582292055;;;9000
47.419473622750296,9.36831481248987;"{""coordinates"": [9.36831481248987, 47.419473622750296], ""type"": ""Point""}";;Kantonale Verwaltung;Landwirtschaftliche Kreditgenossenschaft;;;;;;Unterstrasse 22;St.Gallen;Schweiz;;;;+41582297480;;;9000
47.42054799069184,9.370056333374993;"{""coordinates"": [9.370056333374993, 47.42054799069184], ""type"": ""Point""}";;Kantonale Verwaltung;Arbeitslosenkasse;;;;;;Davidstrasse 21;St.Gallen;Schweiz;;;;+41582294711;;;9000
47.42371185897822,9.378288293059194;"{""coordinates"": [9.378288293059194, 47.42371185897822], ""type"": ""Point""}";;Kantonale Verwaltung;Staatskanzlei;;Regierungsgebäude;;;;Klosterhof 3;St.Gallen;Schweiz;Mo - Fr: 7:30 - 11:30 Uhr, 13:30 - 17:00 Uhr;;;+41582293260;;;9001
47.42371185897822,9.378288293059194;"{""coordinates"": [9.378288293059194, 47.42371185897822], ""type"": ""Point""}";;Kantonale Verwaltung;Staatsarchiv und Stiftsarchiv;;Regierungsgebäude;;;;Klosterhof 3;St.Gallen;Schweiz;"Lesesaal: Di - Fr: 8:15 - 12:30 Uhr, 13:15 - 17:15 Uhr; Telefondienst: Mo - Fr: 8:15 - 12:00 Uhr, 14:00 - 17:15 Uhr";;;+41582293205;;;9001
47.4261415657537,9.382845946596206;"{""coordinates"": [9.382845946596206, 47.4261415657537], ""type"": ""Point""}";;Kantonale Verwaltung;Wohnbauförderung;;;;;;Lämmlisbrunnenstrasse 54;St.Gallen;Schweiz;;;;+41582293158;;;9001
47.4261415657537,9.382845946596206;"{""coordinates"": [9.382845946596206, 47.4261415657537], ""type"": ""Point""}";;Kantonale Verwaltung;Amt für Raumentwicklung und Geoinformation;;;;;;Lämmlisbrunnenstrasse 54;St.Gallen;Schweiz;;;;+41582293147;;;9001
47.4261415657537,9.382845946596206;"{""coordinates"": [9.382845946596206, 47.4261415657537], ""type"": ""Point""}";;Kantonale Verwaltung;Tiefbauamt (Kanton);;;;;;Lämmlisbrunnenstrasse 54;St.Gallen;Schweiz;;;;+41582293034;;;9001
47.42299559080442,9.375766324906088;"{""coordinates"": [9.375766324906088, 47.42299559080442], ""type"": ""Point""}";nicht behindertengerecht;Restaurant;Am Gallusplatz;;Rôtisserie;;;;Gallusstrasse 24;St.Gallen;Schweiz;;;Behindertengerechte Toilette vorhanden.;;;;9000
47.40379621846062,9.302424391613231;"{""coordinates"": [9.302424391613231, 47.40379621846062], ""type"": ""Point""}";;Bar, Dancing, Disco;Hollywood Bar;;;;;;Herisauer Strasse 65;St.Gallen;Schweiz;;;;;;;9015
47.42748571087327,9.374844827397071;"{""coordinates"": [9.374844827397071, 47.42748571087327], ""type"": ""Point""}";;Restaurant;Baratella;;;;;;Unterer Graben 20;St.Gallen;Schweiz;;;;;;;9004
47.425721387252686,9.381997454017622;"{""coordinates"": [9.381997454017622, 47.425721387252686], ""type"": ""Point""}";;Restaurant;DA SLÁINTE INN;;;;;;Lämmlisbrunnenstrasse 49;St.Gallen;Schweiz;;;;;;;9000
47.4275640477043,9.374519812673434;"{""coordinates"": [9.374519812673434, 47.4275640477043], ""type"": ""Point""}";;Bar, Dancing, Disco;Alpenchique;;Dancing/Bar;;;;Unterer Graben 21;St.Gallen;Schweiz;;;;;;;9000
47.43420768455399,9.384363144139725;"{""coordinates"": [9.384363144139725, 47.43420768455399], ""type"": ""Point""}";;Restaurant;Cavallino;;;;;;Langgasse 5;St.Gallen;Schweiz;;;;;;;9008
47.418641159560885,9.352594118747163;"{""coordinates"": [9.352594118747163, 47.418641159560885], ""type"": ""Point""}";;Restaurant;Piccola;;;;;;Zürcher Strasse 48;St.Gallen;Schweiz;;;;;;;9000
47.423228446219376,9.374989579122952;"{""coordinates"": [9.374989579122952, 47.423228446219376], ""type"": ""Point""}";;Restaurant;la bocca city;;Restaurant/Café/Bar;;;;Webergasse 9;St.Gallen;Schweiz;;;;;;;9000
47.42694065070212,9.374549200768925;"{""coordinates"": [9.374549200768925, 47.42694065070212], ""type"": ""Point""}";nicht behindertengerecht;Restaurant;Engel;;;;;;Engelgasse 22;St.Gallen;Schweiz;;;;;;;9000
47.41858972473942,9.37541625499532;"{""coordinates"": [9.37541625499532, 47.41858972473942], ""type"": ""Point""}";bedingt behindertengerecht;Restaurant;Falkenburg;;;;;;Falkenburgstrasse 25;St.Gallen;Schweiz;;;keine Rollstuhl-Toilette vorhanden. Lift nicht notwendige, da Restaurant ebenerdig;;;;9000
47.42535463941166,9.378203576360429;"{""coordinates"": [9.378203576360429, 47.42535463941166], ""type"": ""Point""}";bedingt behindertengerecht;Restaurant;Fondue Beizli Neueck;;;;;;Brühlgasse 26;St.Gallen;Schweiz;;;keine behindertengerechte Toilette;;;;9000
47.41220924659182,9.349720869207882;"{""coordinates"": [9.349720869207882, 47.41220924659182], ""type"": ""Point""}";;Restaurant;Goldener Schlüssel;;;;;;Oberstrasse 208;St.Gallen;Schweiz;;;;;;;9000
47.423390027550006,9.37538539067069;"{""coordinates"": [9.37538539067069, 47.423390027550006], ""type"": ""Point""}";bedingt behindertengerecht;Restaurant;Neubad;;;;;;Bankgasse 6;St.Gallen;Schweiz;;;Keine behindertengerechte Toilette vorhanden. Nur Parterre zugänglich;;;;9000
47.42690335687649,9.3762994919745;"{""coordinates"": [9.3762994919745, 47.42690335687649], ""type"": ""Point""}";;Restaurant;Orange-Bar;;;;;;Goliathgasse 10;St.Gallen;Schweiz;;;;;;;9000
47.42043236222366,9.358544650860038;"{""coordinates"": [9.358544650860038, 47.42043236222366], ""type"": ""Point""}";;Restaurant;park's;;Restaurant/Café;;;;Kreuzbleicheweg 4;St.Gallen;Schweiz;;Gordon Bleus, Rösti, Kalbsleberli;;;;;9000
47.42614973408588,9.374430786491965;"{""coordinates"": [9.374430786491965, 47.42614973408588], ""type"": ""Point""}";bedingt behindertengerecht;Hotel;Kränzlin;;;;;;Augustinergasse 1;St.Gallen;Schweiz;;;Eingang mit Rampe. Automatische Türöffnung. Toilette im Keller mit Handlauf. Keine Behindertentoilette;;;;9000
47.40319042112725,9.335699625095268;"{""coordinates"": [9.335699625095268, 47.40319042112725], ""type"": ""Point""}";;Spielplätze;Boppartshof;;;;;;Wolfgangstrasse;St.Gallen;Schweiz;;;;;;;9014
47.43663695866898,9.409291380853485;"{""coordinates"": [9.409291380853485, 47.43663695866898], ""type"": ""Point""}";;Restaurant;Seeblick;;;;;;Martinsbruggstrasse 31;St.Gallen;Schweiz;;;;;;;9016
47.425783721547255,9.377249385465005;"{""coordinates"": [9.377249385465005, 47.425783721547255], ""type"": ""Point""}";;Restaurant;Spitalkeller;;;;;;Spitalgasse 10;St.Gallen;Schweiz;;;;;;;9000
47.438628743736665,9.40546163208459;"{""coordinates"": [9.40546163208459, 47.438628743736665], ""type"": ""Point""}";;Restaurant;Stephanshorn;;;;;;Lindenstrasse 169;St.Gallen;Schweiz;;;;;;;9016
47.424358028561116,9.376426393291752;"{""coordinates"": [9.376426393291752, 47.424358028561116], ""type"": ""Point""}";;Restaurant;Tibet Corner;;;;;;Schmiedgasse 4;St.Gallen;Schweiz;;;;;;;9000
47.426541086262425,9.374600583825195;"{""coordinates"": [9.374600583825195, 47.426541086262425], ""type"": ""Point""}";nicht behindertengerecht;Hotel;Weisses Kreuz;;;;;;Engelgasse 9;St.Gallen;Schweiz;;;;;;;9000
47.42194923441664,9.371789726846169;"{""coordinates"": [9.371789726846169, 47.42194923441664], ""type"": ""Point""}";;Restaurant;White Swan;;Neumarkt 4;;;;Kornhausstrasse 26;St.Gallen;Schweiz;;;;;;;9000
47.4233699531972,9.367996882154491;"{""coordinates"": [9.367996882154491, 47.4233699531972], ""type"": ""Point""}";;Restaurant;z.Goldenen Drachen;;China-Restaurant;;;;Rosenbergstrasse 55;St.Gallen;Schweiz;;;;;;;9000
47.42663002163968,9.375593308110627;"{""coordinates"": [9.375593308110627, 47.42663002163968], ""type"": ""Point""}";nicht behindertengerecht;Restaurant;Zum Goldenen Schäfli;;;;;;Metzgergasse 5;St.Gallen;Schweiz;;;keine Rollstuhl-Toilette vorhanden, kein Lift vorhanden;;;;9000
47.42105741432637,9.371438449006094;"{""coordinates"": [9.371438449006094, 47.42105741432637], ""type"": ""Point""}";;Bar, Dancing, Disco;Baracca;;;;;;Teufener Strasse 2/4;St.Gallen;Schweiz;;57 öffentliche Parkplätze;;;;;9000
47.42445246059621,9.380887526386477;"{""coordinates"": [9.380887526386477, 47.42445246059621], ""type"": ""Point""}";;Restaurant;La Cocinita;;;;;;Linsebühlstrasse 15;St.Gallen;Schweiz;;;;;;;9000
47.42574226419447,9.373753538819276;"{""coordinates"": [9.373753538819276, 47.42574226419447], ""type"": ""Point""}";bedingt behindertengerecht;Bar, Dancing, Disco;Seeger;;Bar/ Diskothek/Café;;;;Oberer Graben 2;St.Gallen;Schweiz;;;Keine behindertengerechte Toilette vorhanden. Toilette nur über Treppe erreichbar.;;;;9000
47.415470267018144,9.3604827092727;"{""coordinates"": [9.3604827092727, 47.415470267018144], ""type"": ""Point""}";;Restaurant;Ritter;;;;;;Vonwilstrasse 1;St.Gallen;Schweiz;;;;;;;9000
47.42749012644658,9.376998842492489;"{""coordinates"": [9.376998842492489, 47.42749012644658], ""type"": ""Point""}";;Bar, Dancing, Disco;roox;;;;;;Goliathgasse 28;St.Gallen;Schweiz;;Anzahl: 1;;;;;9000
47.420724873163294,9.3698674846178;"{""coordinates"": [9.3698674846178, 47.420724873163294], ""type"": ""Point""}";nicht behindertengerecht;Hotel;City Weissenstein;;;;;;Davidstrasse 22;St.Gallen;Schweiz;;Anzahl: 4;;;;;9000
47.42289565505749,9.375139786527958;"{""coordinates"": [9.375139786527958, 47.42289565505749], ""type"": ""Point""}";hindernisfrei;Hotel;Dom;;;;;;Webergasse 22;St.Gallen;Schweiz;;Anzahl: 1;Es sind 2 Rollstuhlzimmer vorhanden sowie die Doppelzimmer, welche je nach Beeinträchtigung auch für Rollstühle geeignet sind, öffentliches Rollstuhl-WC, Lift, rollstuhltaugliche Rezeption, Eingang is;;;;9001
47.435474225654424,9.392124253049229;"{""coordinates"": [9.392124253049229, 47.435474225654424], ""type"": ""Point""}";;Restaurant;Migros St.Fiden;;;;;;Bachstrasse 29;St.Gallen;Schweiz;;;;;;;9008
47.423655493639174,9.375245500155536;"{""coordinates"": [9.375245500155536, 47.423655493639174], ""type"": ""Point""}";bedingt behindertengerecht;Restaurant;National - zum goldenen Leuen;;;;;;Schmiedgasse 30;St.Gallen;Schweiz;;;keine behindertengerechte Toilette vorhanden;;;;9000
47.442904228056285,9.41446509713796;"{""coordinates"": [9.41446509713796, 47.442904228056285], ""type"": ""Point""}";unbekannt;Tankstellen;Auto Zollikofer AG;;;Auto Zollikofer AG;;;Rorschacher Strasse 284;St.Gallen;Schweiz;;;;;;;9016
47.41945557554512,9.36424873766955;"{""coordinates"": [9.36424873766955, 47.41945557554512], ""type"": ""Point""}";unbekannt;Tankstellen;Avia Burgstrasse;;;Osterwalder St.Gallen AG;;;Burgstrasse;St.Gallen;Schweiz;;;;;;;9000
47.42803415304893,9.377751512505247;"{""coordinates"": [9.377751512505247, 47.42803415304893], ""type"": ""Point""}";unbekannt;Tankstellen;Avia Torstrasse;;;Osterwalder St.Gallen AG;;;Torstrasse 20;St.Gallen;Schweiz;;;;;;;9000
47.40400720673806,9.304402052397398;"{""coordinates"": [9.304402052397398, 47.40400720673806], ""type"": ""Point""}";unbekannt;Tankstellen;Avia Biderstrasse;;;Osterwalder St.Gallen AG;;;Ikarusstrasse 2;St.Gallen;Schweiz;;;;;;;9015
47.41633749652623,9.345220948113468;"{""coordinates"": [9.345220948113468, 47.41633749652623], ""type"": ""Point""}";unbekannt;Tankstellen;Migrol Zürcher Strasse;;;Migrol-Genossenschaft;;;Zürcher Strasse 114;St.Gallen;Schweiz;;;;;;;9013
47.44124635554214,9.42394194072618;"{""coordinates"": [9.42394194072618, 47.44124635554214], ""type"": ""Point""}";unbekannt;Tankstellen;Turm Handels AG;;;Turm Handels AG;;;Martinsbruggstrasse 90;St.Gallen;Schweiz;;;;;;;9000
47.408458803894426,9.368276400769382;"{""coordinates"": [9.368276400769382, 47.408458803894426], ""type"": ""Point""}";unbekannt;Tankstellen;Wallner;;;Waldburger AG;;;Teufener Strasse 172;St.Gallen;Schweiz;;;;;;;9012
47.40830651006835,9.329403293562997;"{""coordinates"": [9.329403293562997, 47.40830651006835], ""type"": ""Point""}";;Restaurant;Leyla Imbiss;;;;;;Zürcher Strasse 276;St.Gallen;Schweiz;;;;;;;9014
47.41524001150746,9.311340251005278;"{""coordinates"": [9.311340251005278, 47.41524001150746], ""type"": ""Point""}";hindernisfrei;Kino;Cinedome;;;;;;Bildstrasse 1;Gaiserwald;Schweiz;;;Alle Säle mit Rollstuhlplätzen. Schlüssel Behinderten-WC an Kasse/Kiosk. Behindertenparkplätze in Parkgarage mit sep. Eingang;+41900556789;;;9030
47.407344220575574,9.325022634566368;"{""coordinates"": [9.325022634566368, 47.407344220575574], ""type"": ""Point""}";;Bar, Dancing, Disco;Six Days;;;;;;Kräzernstrasse 10;St.Gallen;Schweiz;;;;;;;9014
47.427196643718844,9.377197121664054;"{""coordinates"": [9.377197121664054, 47.427196643718844], ""type"": ""Point""}";;Stadtverwaltung;Lehrstellenbörse;;;;;;Katharinengasse 16;St.Gallen;Schweiz;;;;+41712464480;;;9000
47.41130600677722,9.332292065157107;"{""coordinates"": [9.332292065157107, 47.41130600677722], ""type"": ""Point""}";;Spielplätze;Engelwies;;;;;;Austrasse;St.Gallen;Schweiz;;;;;;;9014
47.41879360138547,9.378824593546366;"{""coordinates"": [9.378824593546366, 47.41879360138547], ""type"": ""Point""}";;Spielplätze;Mühleggweiher;;;;;;St.Georgen-Strasse;St.Gallen;Schweiz;;;;;;;9000
47.4302410580537,9.375014755857675;"{""coordinates"": [9.375014755857675, 47.4302410580537], ""type"": ""Point""}";;Spielplätze;Dufourstrasse, Spielgarten;;;;;;Dufourstrasse;St.Gallen;Schweiz;;;;;;;9000
47.43737641128881,9.38719150011171;"{""coordinates"": [9.38719150011171, 47.43737641128881], ""type"": ""Point""}";;Spielplätze;Iddastrasse;;;;;;Iddastrasse;St.Gallen;Schweiz;;;;;;;9008
47.43716602042869,9.39136340376897;"{""coordinates"": [9.39136340376897, 47.43716602042869], ""type"": ""Point""}";;Spielplätze;Froschpärkli, Kolumbanstrasse;;;;;;Kolumbanstrasse;St.Gallen;Schweiz;;;;;;;9008
47.43515637620989,9.41063223889837;"{""coordinates"": [9.41063223889837, 47.43515637620989], ""type"": ""Point""}";;Spielplätze;Achslenweg;;;;;;Achslenweg;St.Gallen;Schweiz;;;;;;;9016
47.41851513257106,9.364429324536943;"{""coordinates"": [9.364429324536943, 47.41851513257106], ""type"": ""Point""}";bedingt behindertengerecht;Bar, Dancing, Disco;KUGL - Kultur am Gleis;;;;;;Güterbahnhofstrasse 4;St.Gallen;Schweiz;;;Zugang über eher steile Rampe;;;;9000
47.44172026816867,9.413525983344739;"{""coordinates"": [9.413525983344739, 47.44172026816867], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;AGVS Bildungszentrum des Autogewerbeverbandes;;;;;;Lerchentalstrasse 2;St.Gallen;Schweiz;;;;+41712808833;;;9016
47.421927887016224,9.370177072625742;"{""coordinates"": [9.370177072625742, 47.421927887016224], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;Coiffeur Institut St.Gallen;;Neumarkt 2;;;;St.Leonhard-Strasse 39;St.Gallen;Schweiz;;;;+41712228641;;;9000
47.417705917629746,9.365360553413174;"{""coordinates"": [9.365360553413174, 47.417705917629746], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;SBK Schweiz. Berufsverband der Pflegefachfrauen und -männer;;;;;;Oberstrasse 42;St.Gallen;Schweiz;;;;+41712234366;;;9000
47.426414771838125,9.370803344972066;"{""coordinates"": [9.370803344972066, 47.426414771838125], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;tipiti Kleingruppenschule Jahrzeitenhaus;;;;;;Winkelriedstrasse 34;St.Gallen;Schweiz;;;;+41712221776;;;9000
47.42107727168024,9.370724428402177;"{""coordinates"": [9.370724428402177, 47.42107727168024], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;Waldkinder St.Gallen;;Postfach;;;;Davidstrasse 12;St.Gallen;Schweiz;;;;+41712225011;;;9004
47.411709008278955,9.33598990682555;"{""coordinates"": [9.33598990682555, 47.411709008278955], ""type"": ""Point""}";unbekannt;Tankstellen;Shell Station Erlach;;;Shell;;;Zürcher Strasse 205;St.Gallen;Schweiz;;;;;;;9014
47.40210777618374,9.335499495751625;"{""coordinates"": [9.335499495751625, 47.40210777618374], ""type"": ""Point""}";unbekannt;Kindergärten;Kindergarten Wolfganghof 15;;;;;;Wolfganghof 15;St.Gallen;Schweiz;;;;+41714992019;;;9014
47.40724133942149,9.302558368552948;"{""coordinates"": [9.302558368552948, 47.40724133942149], ""type"": ""Point""}";unbekannt;Tankstellen;BP Service St.Gallen West;;;Curschellas GmbH;;;Zürcher Strasse 475;St.Gallen;Schweiz;;;;;;;9015
47.44076603154006,9.417525347235069;"{""coordinates"": [9.417525347235069, 47.44076603154006], ""type"": ""Point""}";;Bar, Dancing, Disco;Polo Motorrad;;;;;;Schuppisstrasse 7;St.Gallen;Schweiz;;;;;;;9000
47.40787431037395,9.305619077214619;"{""coordinates"": [9.305619077214619, 47.40787431037395], ""type"": ""Point""}";;Restaurant;Kuhn (EG / 1. UG);;Bäckerei-Konditorei-Café;;;;Zürcher Strasse 462;St.Gallen;Schweiz;;;;;;;9015
47.425304254772676,9.374133288494567;"{""coordinates"": [9.374133288494567, 47.425304254772676], ""type"": ""Point""}";hindernisfrei;Restaurant;News;;;;;;Oberer Graben 8;St.Gallen;Schweiz;;;Behindertengerechte Toilette vorhanden.;;;;9000
47.43287848950022,9.378476914837155;"{""coordinates"": [9.378476914837155, 47.43287848950022], ""type"": ""Point""}";;Restaurant;Schwyter Uni-Beck;;Bäckerei/Bistro;;;;Dufourstrasse 36;St.Gallen;Schweiz;;;;;;;9000
47.42063577339133,9.356482916254848;"{""coordinates"": [9.356482916254848, 47.42063577339133], ""type"": ""Point""}";;Restaurant;Girasol;;Café;;;;Zürcher Strasse 12;St.Gallen;Schweiz;;Beratung in der Pro Infirmis möglich;;;;;9000
47.42540983265878,9.37136684580625;"{""coordinates"": [9.37136684580625, 47.42540983265878], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;FHS Hochschule für Angewandte Wissenschaften;;Postfach 627;;;;Rosenbergstrasse 22;St.Gallen;Schweiz;;Anzahl: 1, erdgasbetrieben;;+41712261600;;;9001
47.424077609669595,9.370734317193882;"{""coordinates"": [9.370734317193882, 47.424077609669595], ""type"": ""Point""}";;Kantonale Verwaltung;Ostschweizer BVG- und Stiftungsaufsicht;;Postfach 1542;;;;Poststrasse 28;St.Gallen;Schweiz;;;;+41712260060;;;9001
47.41822852483679,9.35952700206616;"{""coordinates"": [9.35952700206616, 47.41822852483679], ""type"": ""Point""}";;Kantonale Verwaltung;Koordinationsstelle für Bevölkerungsschutz;;;;;;Burgstrasse 50;St.Gallen;Schweiz;;;;+41582297111;;;9001
47.419465704423274,9.367304426319164;"{""coordinates"": [9.367304426319164, 47.419465704423274], ""type"": ""Point""}";;Kantonale Verwaltung;Risk Management;;;;;;Davidstrasse 37;St.Gallen;Schweiz;;;;+41582297030;;;9001
47.419473622750296,9.36831481248987;"{""coordinates"": [9.36831481248987, 47.419473622750296], ""type"": ""Point""}";;Kantonale Verwaltung;Landwirtschaftsamt;;;;;;Unterstrasse 22;St.Gallen;Schweiz;;;;+41582293490;;;9001
47.41985651005082,9.368500686773613;"{""coordinates"": [9.368500686773613, 47.41985651005082], ""type"": ""Point""}";;Kantonale Verwaltung;Amt für Berufsbildung;;;;;;Davidstrasse 31;St.Gallen;Schweiz;;;;+41582293876;;;9000
47.41985651005082,9.368500686773613;"{""coordinates"": [9.368500686773613, 47.41985651005082], ""type"": ""Point""}";;Kantonale Verwaltung;Amt für Hochschulen;;;;;;Davidstrasse 31;St.Gallen;Schweiz;;;;+41582292284;;;9000
47.42260551747258,9.374348129678829;"{""coordinates"": [9.374348129678829, 47.42260551747258], ""type"": ""Point""}";bedingt behindertengerecht;Kantonale Verwaltung;Amt für Gesundheitsvorsorge;;;;;;Oberer Graben 32;St.Gallen;Schweiz;;;Hintereingang über Frongartenstrasse. Rollstuhlgängige Toilette im EG. Behindertenparkplatz vorhanden.;+41582293573;;;9000
47.42011256464673,9.369123611375803;"{""coordinates"": [9.369123611375803, 47.42011256464673], ""type"": ""Point""}";;Kantonale Verwaltung;Grundbuchinspektorat;;;;;;Davidstrasse 27;St.Gallen;Schweiz;;;;+41582293310;;;9000
47.42100389583534,9.365282782961334;"{""coordinates"": [9.365282782961334, 47.42100389583534], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;Freiwilliges 10. Schuljahr / Brückenangebote;;;;;;Blumenbergplatz 3;St.Gallen;Schweiz;;;;+41712721133;;;9000
47.41985651005082,9.368500686773613;"{""coordinates"": [9.368500686773613, 47.41985651005082], ""type"": ""Point""}";;Kantonale Verwaltung;Dienst für Finanzen und Informatik;;;;;;Davidstrasse 31;St.Gallen;Schweiz;;;;+41582293225;;;9000
47.42514108290807,9.383722570160439;"{""coordinates"": [9.383722570160439, 47.42514108290807], ""type"": ""Point""}";;Restaurant;Kaffeehaus;;;;;;Linsebühlstrasse 77;St.Gallen;Schweiz;;;;;;;9000
47.42212527451721,9.370616977028897;"{""coordinates"": [9.370616977028897, 47.42212527451721], ""type"": ""Point""}";unbekannt;Aus- und Weiterbildung;IFA Weiterbildung;;Neumarkt 1;;;;St.Leonhard-Strasse 35;St.Gallen;Schweiz;;;;+41712224840;;;9000
47.42432295018069,9.373168862447857;"{""coordinates"": [9.373168862447857, 47.42432295018069], ""type"": ""Point""}";;Restaurant;Manor Food;;;;;;Waisenhausstrasse 5;St.Gallen;Schweiz;;inkl. rollstuhlgängige Toilette;;;;;9000
47.40976412688186,9.333934597639423;"{""coordinates"": [9.333934597639423, 47.40976412688186], ""type"": ""Point""}";unbekannt;Restaurant;Steinbock;;;;;;Fürstenlandstrasse 171;St.Gallen;Schweiz;;;;;;;9014
47.415195691560996,9.364541346909224;"{""coordinates"": [9.364541346909224, 47.415195691560996], ""type"": ""Point""}";;Bar, Dancing, Disco;Diskretlady;;;;;;Teufener Strasse 96;St.Gallen;Schweiz;;Offener Kindertreff mit diversen Freizeit- und Spielangeboten (Mai bis September);;;;;9000
47.43908913797709,9.379288426557721;"{""coordinates"": [9.379288426557721, 47.43908913797709], ""type"": ""Point""}";hindernisfrei;Restaurant;Gschwend in Rotmonten;;Café;;;;Guisanstrasse 89;St.Gallen;Schweiz;;;Rollstuhl-Toilette vorhanden;;;;9010
47.418981443785654,9.353195973185922;"{""coordinates"": [9.353195973185922, 47.418981443785654], ""type"": ""Point""}";;Restaurant;Habibi;;arabisches Café;;;;Zürcher Strasse 42;St.Gallen;Schweiz;;;;;;;9000
47.419413478364866,9.360542569084142;"{""coordinates"": [9.360542569084142, 47.419413478364866], ""type"": ""Point""}";;Öffentliche WC;WC Kreuzbleiche;;;;;;;;Schweiz;;;;;;;
47.43739437537488,9.406328863079725;"{""coordinates"": [9.406328863079725, 47.43739437537488], ""type"": ""Point""}";hindernisfrei;Öffentliche WC;WC Neudorf;;;;;;;;Schweiz;;;;;;;
47.43680416141741,9.390984503164189;"{""coordinates"": [9.390984503164189, 47.43680416141741], ""type"": ""Point""}";;Öffentliche WC;WC Kolumbanstrasse;;;;;;;;Schweiz;;;;;;;
47.42203164539566,9.372495228276787;"{""coordinates"": [9.372495228276787, 47.42203164539566], ""type"": ""Point""}";hindernisfrei;Öffentliche WC;WC Roter Platz;ab 2013;;;;;;;Schweiz;;;;;;;
47.419838438751164,9.350731454945205;"{""coordinates"": [9.350731454945205, 47.419838438751164], ""type"": ""Point""}";hindernisfrei;Öffentliche WC;WC Waldaupärkli;;;;;;;;Schweiz;;;;;;;
47.42297447456264,9.368002577902239;"{""coordinates"": [9.368002577902239, 47.42297447456264], ""type"": ""Point""}";hindernisfrei;Öffentliche WC;WC Fachhochschule;;;;;;;;Schweiz;;;;;;;
47.42738195562235,9.37689541696496;"{""coordinates"": [9.37689541696496, 47.42738195562235], ""type"": ""Point""}";;Restaurant;Al Mouchtar;;;;;;Katharinengasse 25;St.Gallen;Schweiz;;;;;;;9000
47.426683645345236,9.383863911553718;"{""coordinates"": [9.383863911553718, 47.426683645345236], ""type"": ""Point""}";unbekannt;Kindergärten;Kindergarten Florastrasse;;;;;;Florastrasse 5;St.Gallen;Schweiz;;;;+41714992268;;;9000
47.42148814270736,9.35228053447099;"{""coordinates"": [9.35228053447099, 47.42148814270736], ""type"": ""Point""}";;Kindergärten;Kindergarten Lilienstrasse 24;;;;;;Lilienstrasse 24;St.Gallen;Schweiz;;;;+41714992248;;;9000
47.43312821694912,9.412953424790896;"{""coordinates"": [9.412953424790896, 47.43312821694912], ""type"": ""Point""}";;Restaurant;Rondelle;;;;;;Achslenstrasse 4;St.Gallen;Schweiz;;;;;;;9016
47.419473622750296,9.36831481248987;"{""coordinates"": [9.36831481248987, 47.419473622750296], ""type"": ""Point""}";;Kantonale Verwaltung;Dienst für Informatikplanung;;;;;;Unterstrasse 22;St.Gallen;Schweiz;;;;;;;9001
47.42260551747258,9.374348129678829;"{""coordinates"": [9.374348129678829, 47.42260551747258], ""type"": ""Point""}";bedingt behindertengerecht;Kantonale Verwaltung;Ausweisstelle;;;;;;Oberer Graben 32;St.Gallen;Schweiz;;;Hintereingang über Frongartenstrasse. Rollstuhlgängige Toilette über Frongartenstrasse. Rollstuhlgängige Toilette im EG. Behindertenparkplatz vorhanden.;+41582293631;;;9000
47.42260551747258,9.374348129678829;"{""coordinates"": [9.374348129678829, 47.42260551747258], ""type"": ""Point""}";bedingt behindertengerecht;Kantonale Verwaltung;Kantonsärztlicher Dienst;;;;;;Oberer Graben 32;St.Gallen;Schweiz;;;Hintereingang über Frongartenstrasse. Rollstuhlgängige Toilette im EG. Behindertenparkplatz vorhanden.;+41582293564;;;9000
47.42260551747258,9.374348129678829;"{""coordinates"": [9.374348129678829, 47.42260551747258], ""type"": ""Point""}";bedingt behindertengerecht;Kantonale Verwaltung;Geschäftsstelle VR Psychiatrieverbunde;;;;;;Oberer Graben 32;St.Gallen;Schweiz;;;Hintereingang über Frongartenstrasse. Rollstuhlgängige Toilette im EG. Behindertenparkplatz vorhanden.;+41582292186;;;9000
